Category,Headline,SubHeading,Link,isResult,isMaybe
HERRELANDSHOLDET ,KARAKTERER Kriger på den danske midtbane strålede i sejr over Finland ,Vurder selv de danske landsholdsspillerne efter 1-0-sejren over Finland ,https://www.dr.dk/sporten/fodbold/landsholdet/karakterer-kriger-paa-den-danske-midtbane-straalede-i-sejr-over-finland,True,
TENNIS ,Novak Djokovic vinder overbevisende US Open over russisk toprival ,Serberen fik lukket kampen i tre sæt og kan for fjerde gang kalde sig vinder af den præstigefyldte turnering i New York ,https://www.dr.dk/sporten/tennis/novak-djokovic-vinder-overbevisende-us-open-over-russisk-toprival,True,
CYKLING ,Eksplosive Vingegaard sætter alle til vægs i overraskende afslutning ,Jonas Vingegaard vinder 16. etape af Vuelta a España. Han er nu tæt på førertrøjen ,https://www.dr.dk/sporten/cykling/eksplosive-vingegaard-saetter-alle-til-vaegs-i-overraskende-afslutning,True,
CYKLING ,Vingegaard misser førertrøjen med få sekunder i hektisk afslutning ,Primoz Roglic vinder 17. etape af Vuelta a España foran Jonas Vingegaard ,https://www.dr.dk/sporten/cykling/vingegaard-misser-foerertroejen-med-faa-sekunder-i-hektisk-afslutning,True,
CYKLING ,"Vingegaard i bakgear efter podiedrama: 'Jeg håber, at Sepp vinder' ","Jonas Vingegaard missede førertrøjen på 17. etape med otte sekunder, som han nu håber, at Sepp Kuss beholder ",https://www.dr.dk/sporten/cykling/vingegaard-i-bakgear-efter-podiedrama-jeg-haaber-sepp-vinder,True,
CYKLING ,"Vingegaard i bakgear efter podiedrama: 'Jeg håber, at Sepp vinder' ","Jonas Vingegaard missede førertrøjen på 17. etape med otte sekunder, som han nu håber, at Sepp Kuss beholder. ",https://www.dr.dk/sporten/cykling/vingegaard-i-bakgear-efter-podiedrama-jeg-haaber-sepp-vinder,True,
CHAMPIONS LEAGUE ,GOG knækker Celje efter gyser i Odense ,GOG åbner Champions League med en sejr på 38-36 over Celje ,https://www.dr.dk/sporten/haandbold/championsleague/gog-knaekker-celje-efter-gyser-i-odense,True,
CHAMPIONS LEAGUE ,Aalborg Håndbold imponerer på svær udebane i Champions League ,Det nordjyske håndboldhold vandt over polske Kielce i Champions League ,https://www.dr.dk/sporten/haandbold/championsleague/aalborg-haandbold-imponerer-paa-svaer-udebane-i-champions-league,True,
SUPERLIGA ,Viborg-spiller driver gæk med Midtjylland-forsvaret: Se målet her ,"Indskiftede Serginho holdt legestue i det Midtjyske derby, som endte med 2-2 ",https://www.dr.dk/sporten/fodbold/superliga/viborg-spiller-driver-gaek-med-midtjylland-forsvaret-se-maalet-her,True,
SPORT ,Dansk bueskytte World Cup-triumferede i Mexico: 'De gik bare helt amok' ,Mathias Fullerton vandt karrierens første guldmedalje i compound ved World Cup-finalen i Mexico ,https://www.dr.dk/sporten/dansk-bueskytte-world-cup-triumferede-i-mexico-de-gik-bare-helt-amok,True,
TENNIS ,Holger Rune løber tør for kræfter og taber til brasilianer i Davis Cup-kamp ,Thiago Monteiro besejrede danskeren i tre sæt ,https://www.dr.dk/sporten/tennis/holger-rune-loeber-toer-kraefter-og-taber-til-brasilianer-i-davis-cup-kamp,True,
CYKLING ,"Jonas Vingegaard efter holdkammerats Vuelta-triumf: 'Det var en stor oplevelse, at vi kunne gå derop sammen' ",Jumbo-Visma har med den samlede sejr til Sepp Kuss gjort rent bord i 2023 grand tour-mæssigt ,https://www.dr.dk/sporten/cykling/jonas-vingegaard-efter-holdkammerats-vuelta-triumf-det-var-en-stor-oplevelse-vi,True,
BADMINTON ,'Vi er blandt de bedste i verden': Nyt trofæ giver badmintonstjerner tro på OL-succes ,"Weekendens sejr i Hongkong er endnu et bevis på, at herredoublen Kim Astrup og Anders Skaarup Rasmussen er i storform ",https://www.dr.dk/sporten/badminton/vi-er-blandt-de-bedste-i-verden-nyt-trofae-giver-badmintonstjerner-tro-paa-ol,True,
CYKLING ,Fra hjælperytter til øverst på podiet: Sepp Kuss vinder Vuelta a España ,"Kaden Groves vinder 21. og sidste etape af Vuelta a España, mens Sepp Kuss fra Team Jumbo-Visma blev den samlede vinder ",https://www.dr.dk/sporten/cykling/fra-hjaelperytter-til-oeverst-paa-podiet-sepp-kuss-vinder-vuelta-espana,True,
HÅNDBOLD ,Ni mål på et minut: Flyvende Friis sørgede for Ikast-triumf i Champions League ,Den danske håndboldspiller var en af hovedårsagerne til sejren på 39-36 over Metz fra Frankrig ,https://www.dr.dk/sporten/haandbold/ni-maal-paa-et-minut-flyvende-friis-soergede-ikast-triumf-i-champions-league,True,
HÅNDBOLD ,Dansk målmaskine sender Ikast Håndbold forbi fransk storhold i Champions League ,Landsholdsfløjen Emma Friis scorede ni mål i Ikasts sejr på 39-36 over Metz søndag aften ,https://www.dr.dk/sporten/haandbold/dansk-maalmaskine-sender-ikast-haandbold-forbi-fransk-storhold-i-champions-league,True,
FORMEL 1 ,Kevin Magnussen henter tiltrængt point efter hektisk afslutning i Singapore ,Den danske Formel 1-kører kvalificerede sig som nummer seks til løbet i Singapore ,https://www.dr.dk/sporten/formel1/kevin-magnussen-henter-tiltraengte-point-efter-hektisk-afslutning-i-singapore,True,
CHAMPIONS LEAGUE ,Team Esbjerg taber pusten og lider nederlag i Champions League ,De danske mestre tabte søndag mod slovenske Krim Ljubjana ,https://www.dr.dk/sporten/haandbold/championsleague/team-esbjerg-taber-pusten-og-lider-nederlag-i-champions-leauge,True,
BADMINTON ,Dansk succesduo triumferer i Hongkong ,Kim Astrup og Anders Skaarup Rasmussen har søndag vundet turneringen Hong Kong Open ,https://www.dr.dk/sporten/badminton/dansk-succesduo-triumferer-i-hong-kong,True,
HÅNDBOLD ,Overlegne Odense Håndbold vinder med 15 mål i Champions League ,De danske håndboldkvinder vandt overbevisende over Budocnost fra Montenegro i Champions League ,https://www.dr.dk/sporten/haandbold/overlegne-odense-haandbold-vinder-med-15-maal-i-champions-league,True,
TENNIS ,Brasiliansk duo slukker Danmarks håb for Davis Cup-sejr efter gyserafslutning ,Johannes Ingildsen og Christian Sigsgaard tabte deres double i weekendens Davis Cup-brag mod Brasilien ,https://www.dr.dk/sporten/tennis/brasiliansk-duo-slukker-danmarks-haab-davis-cup-sejr-efter-gyserafslutning,True,
TENNIS ,BOLD FOR BOLD På trods af Elmer Møllers sejr taber Danmark Davis Cup-opgør mod Brasilien ,"Danmark taber samlet med 1-3 til Brasilien i Davis Cup, selvom Elmer Møller vinder den sidste kamp i opgøret ",https://www.dr.dk/sporten/tennis/live-davis-cup-danmark-brasilien,True,
TOUR DE FRANCE ,Vingegaards Tour-triumf i billeder: Se de 15 pletskud her ,"Se eller gense nogle af højdepunkterne fra Jonas Vingegaards titelforsvar i verdens hårdeste cykelløb, Tour de France ",https://www.dr.dk/sporten/cykling/tourdefrance/vingegaards-tour-triumf-i-billeder-se-de-15-pletskud-her,TRUE,
CHAMPIONS LEAGUE ,Vild dansk dobbeltredning blokerer vejen for Champions League-mestrene ,Danske Emil Nielsen var i hopla i Barcelona-buret mod Magdeburg i torsdagens Champions Leauge-kamp ,https://www.dr.dk/sporten/haandbold/championsleague/vild-dansk-dobbeltredning-blokerer-vejen-champions-leauge-mestrene,TRUE,
FORMEL 1 ,Stolt Verstappen hylder holdet efter ny VM-titel: 'Jeg kan ikke takke jer nok' ,"Max Verstappen var hurtig til at rose sit Red Bull-team efter lørdagens sprintløb, der sikrede ham karrierens tredje Formel 1-verdensmesterskab ",https://www.dr.dk/sporten/formel1/stolt-verstappen-hylder-holdet-efter-ny-vm-titel-jeg-kan-ikke-takke-jer-nok,TRUE,
CHAMPIONS LEAGUE ,MINUT FOR MINUT United taber til Bayern i dramatisk Champions League-åbner ,Manchester United og Bayern München tørner sammen i Champions League. Følg med her ,https://www.dr.dk/sporten/fodbold/championsleague/live-bayern-munchen-manchester-united-champions-league,True,
CHAMPIONS LEAGUE ,Overlegne Aalborg kører nordmakedonsk hold over ,Aalborg Håndbold slog onsdag aften nordmakedonske Eurofarm Pelister i Champions Leauge ,https://www.dr.dk/sporten/haandbold/championsleague/overlegne-aalborg-koerer-nordmakedonsk-hold-over,True,
CHAMPIONS LEAGUE ,MINUT FOR MINUT Aalborg spillede sig varme og trynede nordmakedonere ,"Aalborg får onsdag aften besøg af makedonske Eurofarm Pelister i Champions League-gruppespillet. Se kampen på DR2 og DRTV, eller følg med i livebloggen herunder ",https://www.dr.dk/sporten/haandbold/championsleague/live-aalborg-haandbold-mod-eurofarm-pelister-champions-league,True,
CHAMPIONS LEAGUE ,To mål på to minutter ødelægger den perfekte start for FC København ,De danske mestre i fodbold har onsdag aften spillet 2-2 mod Galatasaray i Champions League ,https://www.dr.dk/sporten/fodbold/championsleague/maal-paa-minutter-oedelaegger-den-perfekte-start-fc-koebenhavn,True,
KVINDELANDSHOLDET ,Forrygende første møde med Nations League: 'Jeg kunne ikke have drømt om mere' ,2-0-sejren over Tyskland var lidt af en forløsning for de danske fodboldkvinder ,https://www.dr.dk/sporten/fodbold/kvindelandsholdet/perfekt-foerste-moede-med-nations-league-jeg-kunne-ikke-have,True,
KVINDELANDSHOLDET ,Dobbelt dansk målscorer sikrer perfekt start på ny landsholdsperiode ,Danmarks fodboldlandshold har fredag aften slået Tyskland 2-0 i den første Nations League-kamp ,https://www.dr.dk/sporten/fodbold/kvindelandsholdet/dobbelt-dansk-maalscorer-sikrer-perfekt-start-paa-ny,True,
CYKLING ,Forrygende franskmand snyder Mads Pedersen og de andre temporyttere ved EM ,"Franske Christophe Laporte vandt søndag EM i landevejscykling, der blev afholdt i Holland ",https://www.dr.dk/sporten/cykling/forrygende-franskmand-snyder-mads-pedersen-og-de-andre-tempospecialister-ved-em,True,
CHAMPIONS LEAGUE ,Odense og Ikast cruiser videre i Champions League ,De to danske håndboldhold vandt begge deres respektive kampe i søndagens Champions League-runde ,https://www.dr.dk/sporten/haandbold/championsleague/odense-og-ikast-cruiser-videre-i-champions-league,True,
GOLF ,Emily Pedersen og Europa vinder hæsblæsende tæt Solheim Cup ,Det europæiske hold slår USA for tredje gang i streg ved holdturneringen Solheim Cup ,https://www.dr.dk/sporten/golf/emily-pedersen-og-europa-vinder-haesblaesende-taet-solheim-cup,True,
SPORT ,'Lige nu lever jeg drømmen': Dansker nåede karrierens højdepunkt ved VM ,25-årige Jens Emil Sloth Nielsen blev lørdag nummer tre ved VM i triatlonsporten xterra ,https://www.dr.dk/sporten/oevrig/lige-nu-lever-jeg-droemmen-dansker-naaede-karrierens-hoejdepunkt-ved-vm,True,
SPORT ,Etiopier sætter 'forrykt' maraton-verdensrekord ,Etiopieren Tigst Assefa skar søndag formiddag godt to minutter af kvindernes verdensrekord på maraton-distancen ,https://www.dr.dk/sporten/oevrig/etiopier-saetter-vild-maraton-verdensrekord,True,
CHAMPIONS LEAGUE ,Esbjerg vinder nervepirrende opgør mod Metz danske stjerneparade ,"Esbjergenserne halsede efter i store dele af kampen, men fik spillet sig op efter pausen ",https://www.dr.dk/sporten/haandbold/championsleague/esbjerg-vinder-nervepirrende-opgoer-mod-metz-danske-stjerneparade,True,
CHAMPIONS LEAGUE ,Norsk stjerne kritiserer sig selv efter vigtig sejr: 'Ikke godkendt fra min side' ,"Nora Mørk var glad for Team Esbjergs sejr over Metz, men mente bestemt ikke, at hun selv havde en god dag på kontoret ",https://www.dr.dk/sporten/haandbold/championsleague/norsk-stjerne-kritiserer-sig-selv-efter-vigtig-sejr-ikke-godkendt,TRUE,
MOTORSPORT ,Med psykologhjælp og jernvilje er dansker gået fra 'lortesæson' til historisk triumf ,Efter en ellers svær sæson vandt Mikkel Michelsen fredag aften EM i speedway for tredje gang i karrieren som den første dansker nogensinde ,https://www.dr.dk/sporten/motorsport/med-psykologhjaelp-og-jernvilje-er-dansker-gaaet-fra-lortesaeson-til-historisk,True,
VOLLEYBALL ,Overraskelse i DM-finalen: Hvidovre slår Gentofte og holder liv i håbet om volleyguld ,Hvidovre forlænger finaleserien efter en sejr på 3-1 over de forsvarende mestre fra Gentofte tirsdag aften ,https://www.dr.dk/sporten/volleyball/overraskelse-i-dm-finalen-hvidovre-slaar-gentofte-og-holder-liv-i-haabet-om,True,
KVINDELANDSHOLDET ,"Der var plads til tryllerier, da Danmark vandt sikkert over Wales ",Med 5-1-sejren tirsdag aften har danskerne fortsat maksimumpoint i Nations League-gruppespillet ,https://www.dr.dk/sporten/fodbold/kvindelandsholdet/der-var-plads-til-tryllerier-da-danmark-vandt-sikkert-over-wales,True,
KVINDELANDSHOLDET ,Utraditionelt bytte sikrede Kühl legendens trøje: 'Sanne er et kæmpe forbillede' ,Der blev byttet spillertrøjer indbyrdes på holdet efter Danmarks 5-1 sejr over Wales tirsdag aften ,https://www.dr.dk/sporten/fodbold/kvindelandsholdet/utraditionelt-byt-sikrede-kuhl-legendens-troeje-sanne-er-et-kaempe,True,
KVINDELANDSHOLDET ,KARAKTERER Hattrick-Harder holdt hof mod waliserne ,Danmarks anfører var målfarlig og bidrog med mange gode detaljer. Se bedømmelserne af de danske spillere efter kampen mod Wales herunder ,https://www.dr.dk/sporten/fodbold/kvindelandsholdet/karakterer-hattrick-harder-holdt-hof-mod-waliserne,True,
GOLF ,Amerikansk golfstjerne tabte trods pointlighed og foreslår nu nye regler ,"En amerikanske golfstjerne foreslår, at man i Solheim Cup bør indføre omspil i tilfælde af pointlighed ",https://www.dr.dk/sporten/golf/amerikansk-golfstjerne-tabte-trods-pointlighed-og-foreslaar-nu-nye-regler,True,
SUPERLIGA ,17-årig FCK'er vendte topbrag på fem minutter: 'Svært at beskrive' ,Fodboldspilleren Roony Bardghji scorede to mål på fem minutter i afslutningen af søndagens 3F Superliga-brag mellem FC København og Brøndby ,https://www.dr.dk/sporten/fodbold/superliga/fra-sin-baenkplads-planlagde-17-aarig-fcker-hvordan-han-skulle-vende-derby,True,
SUPERLIGA ,FC København vandt dramatisk topopgør mod Brøndby: Se weekendens mål her ,Se alle mål fra alle weekendens Superligakampe her i artiklen ,https://www.dr.dk/sporten/fodbold/superliga/silkeborgs-himmelstormer-fortsaetter-vild-stime-se-weekendens,True,
CHAMPIONS LEAGUE ,Aalborg Håndbold går kold og taber stort i Ungarn ,Det nordjyske håndboldflagskib tabte onsdag aften på udebane til ungarske Pick Szeged i Champions League ,https://www.dr.dk/sporten/haandbold/championsleague/aalborg-haandbold-gaar-kold-og-taber-stort-i-ungarn,True,
TENNIS ,Amerikaner sender frustreret Tauson ud af US Open ,Clara Tauson er færdig ved US Open efter et klart nederlag i to sæt til amerikanske Peyton Stearns i anden runde ,https://www.dr.dk/sporten/tennis/amerikaner-sender-nemt-frustreret-tauson-ud-af-us-open,True,
TENNIS ,BOLD FOR BOLD Amerikaner sender Clara Tauson ud af US Open ,Følg Clara Tauson kamp i anden runde ved US Open mod Peyton Stearns lige her ,https://www.dr.dk/sporten/tennis/live-clara-tauson-moeder-peyton-stearns-i-anden-runde-ved-us-open,True,
TENNIS ,Clara Tauson overkommer vanskeligheder og spiller sig videre ved US Open ,Clara Tauson er videre i grand slam-turneringen US Open ,https://www.dr.dk/sporten/tennis/clara-tauson-overkommer-vanskeligheder-og-spiller-sig-videre-ved-us-open,True,
BADMINTON ,"Axelsen stod for dagens skuffelse, da halvdelen af danskerne gik videre til VM-semifinalerne ",Få overblikket over dagens danske præstationer ved VM i badminton ,https://www.dr.dk/sporten/badminton/axelsen-stod-dagens-skuffelse-da-halvdelen-af-danskerne-gik-videre-til-vm,True,
BADMINTON ,Viktor Axelsen ryger ud af VM til stærkt spillende inder ,Den danske verdensetter skuffede i VM-kvartfinalen på hjemmebane ,https://www.dr.dk/sporten/badminton/viktor-axelsen-ryger-ud-af-vm-til-staerkt-spillende-inder,True,
BADMINTON ,Vilde Viktor Axelsen knuser rival og er i finalen ved stor japansk turnering ,"Badmintonspilleren Viktor Axelsen var i hopla, da han lørdag morgen stod over for japanske Kodai Naraoka ved Japan Open ",https://www.dr.dk/sporten/badminton/vilde-viktor-axelsen-knuser-rival-og-er-i-finalen-ved-stor-japansk-turnering,True,
BADMINTON ,Dansk badmintonstjerne buldrer videre til finale i Sydkorea ,Den danske badmintonspiller Anders Antonsen vandt lørdag formiddag sin semifinale ved Korea Open ,https://www.dr.dk/sporten/badminton/dansk-badmintonstjerne-buldrer-videre-til-finale-i-sydkorea,True,
GOLF ,Øøøh hvad!? 22-årig dansker er 'meget skuffet' efter topresultat i USA ,Den danske golfspiller Nicolai Højgaard blev søndag aften nummer to PGA Tour-turneringen Corales Puntacana Championship ,https://www.dr.dk/sporten/golf/trods-bedste-danske-resultat-nogensinde-paa-prestigefuld-tour-er-dansk-golfkomet-meget,True,
GOLF ,Dansk golfprofil præsterer bedste danske resultat nogensinde på PGA Touren ,Nicolai Højgaard blev nummer to ved PGA Tour-turneringen Corales Puntacana Championship ,https://www.dr.dk/sporten/golf/dansk-golfprofil-praesterer-bedste-danske-resultat-nogensinde-paa-pga-touren,True,
GOLF ,Dansk golfspiller sigter mod stjernerne i Himmerland ,To danskere lå begge på en delt andenplads i Made in Himmerland inden fredagens anden runde ,https://www.dr.dk/sporten/golf/dansk-golfspiller-sigter-mod-stjernerne-i-himmerland,True,
BOKSNING ,Boksestjerne banker Sarah Mahfoud og tager hendes VM-bælte ,Sarah Mahfoud kunne ikke stille noget op modboksestjernen Amanda Serrano i en VM-storkamp i fjervægt ,https://www.dr.dk/sporten/boksning/boksestjerne-banker-sarah-mahfoud-og-tager-hendes-vm-baelte,True,
BOKSNING ,Rørt boksestjerne genvinder VM-titlen og hiver det eftertragtede bælte hjem igen: 'Det har fået sin egen faste plads' ,Med dommerstemmerne 3-0 forsvarede Sarah Mahfoud torsdag aften sin titel som verdensmester i fjervægt i en VM-dyst mod tyske Nina Meinke ,https://www.dr.dk/sporten/boksning/roert-boksestjerne-genvinder-vm-titlen-og-hiver-det-eftertragtede-baelte-hjem-igen,True,
MOTORSPORT ,Maskinbyggeren Martin smadrer rekorder på racerbanen i Tyskland: 'Vi har været urørlige' ,"28-årige Martin Andersen er ny mester i den førende tyske serie for standardvogne, ADAC TCR Germany ",https://www.dr.dk/sporten/motorsport/maskinbyggeren-martin-smadrer-rekorder-paa-racerbanen-i-tyskland-vi-har-vaeret,True,
FIFA VM 2022 ,"Mageløse Messi vandt ikke kun VM-trofæet, men slog også seks rekorder i finalen ",Søndag aften blev en aften til historiebøgerne for Lionel Messi og resten af fodbodlverdenen ,https://www.dr.dk/sporten/fodbold/vm/mageloese-messi-vandt-ikke-kun-vm-trofaeet-men-slog-ogsaa-seks-rekorder-i-finalen,True,
ISHOCKEY ,"'Det er, hvad det er': Verdensmestre leverer magtdemonstration i dansk VM-punktum ",Danmarks ishockeyherrer fik ørerne i maskinen i den sidste gruppekamp ved VM ,https://www.dr.dk/sporten/ishockey/verdensmestre-leverer-magtdemonstration-i-dansk-vm-punktum,True,
ISHOCKEY ,MINUT FOR MINUT: Verdensmestrene moste Danmark i sidste gruppekamp ,Danmarks ishockeyherrer rundede VM af med et nederlag på 1-7 mod finske verdensmestre ,https://www.dr.dk/sporten/ishockey/danmark-spiller-vm-aeren-mod-de-finske-verdensmestre,True,
ISHOCKEY ,Skarpe tyskere slukker Danmarks VM-håb ,"Danmark er ude af VM i ishockey, efter Tyskland tirsdag middag har slået Frankrig i deres sidste gruppekamp ved VM",https://www.dr.dk/sporten/ishockey/skarpe-tyskere-slukker-danmarks-vm-haab,True,
ISHOCKEY ,Trods lynstart vinder Sverige og efterlader Danmarks VM-skæbne i tyske hænder ,Danmarks ishockeyherrer kan efter mandagens nederlag til Sverige ikke selv afgøre den videre færd ved VM ,https://www.dr.dk/sporten/ishockey/trods-lynstart-vinder-sverige-og-efterlader-danmarks-vm-skaebne-i-tyske-haender,True,
ISHOCKEY ,Stort comeback sender Herning i DM-finalen ,Herning Blue Fox vendte 0-2 til 5-2 i afgørende DM-semifinale og er nu klar til finalen hvor Aalborg Pirates venter ,https://www.dr.dk/sporten/ishockey/stort-comeback-sender-herning-i-dm-finalen,True,
ISHOCKEY ,"Se de vanvittige sidste sekunder, der sendte Danmark ud af VM ","Danmark røg ud af VM, da Tyskland i den sidste gruppekamp scorede til 3-2 i det absolut sidste sekund ",https://www.dr.dk/sporten/ishockey/se-det-vanvittige-sidste-sekund-der-sendte-danmark-ud-af-vm#!/,True,
VM ISHOCKEY ,"Danmark chokerede Tjekkiet, men endte som chanceløse i Frederikshavn ",Trods en god start og en åbningsscoring endte det med dansk nederlag til Tjekkiet i VM-kampen i Frederikshavn ,https://www.dr.dk/sporten/ishockey/vm/danmark-chokerede-tjekkiet-men-endte-som-chanceloese-i-frederikshavn,True,
ISHOCKEY ,MINUT FOR MINUT Danskerne var chanceløse mod de driblestærke tjekker ,Følg det danske kvindelandshold ishockey ved VM på hjemmebane lige her ,https://www.dr.dk/sporten/ishockey/live-kan-de-danske-ishockey-kvinder-gentage-ol-overraskelsen-og-slaa-tjekkerne,True,
ISHOCKEY ,Ishockey-kvinders VM-skæbne i fare et halvt år efter historisk triumf ,"De danske ishockeykvinder leverede en mirakuløs præstation, da de slog stormagten Tjekkiet ved OL tilbage i februar ",https://www.dr.dk/sporten/ishockey/ishockey-kvinders-vm-skaebne-i-fare-et-halvt-aar-efter-historisk-triumf,True,
