Category,Headline,SubHeading,Link,isResult,isMaybe
SPORT ,"Hans taburet vakler mere, end han nok selv synes er sjovt","DBU-formand Jesper Møller har slået sig op på åbenhed og ordentlighed, men netop mangel på dette gør, at han nu er havnet i karrierens hidtil største krise ",https://politiken.dk/sport/art9562197/Hans-taburet-vakler-mere-end-han-nok-selv-synes-er-sjovt,False,
SPORT,Kenyaner smadrer verdensrekorden i sit kun tredje maraton,"Kelvin Kiptum skar 34 sekunder af verdensrekorden, da han vandt karrierens tredje maratonløb ",https://politiken.dk/sport/art9561667/Kenyaner-smadrer-verdensrekorden-i-sit-kun-tredje-maraton,True,
SPORT,Kanonmål sikrer FCK-point i overtiden mod AGF,Læs referaterne fra 11. spillerunde i Superligaen i fodbold ,https://politiken.dk/sport/art9556266/Kanonm%C3%A5l-sikrer-FCK-point-i-overtiden-mod-AGF,True,
SPORT,FCK får medhold i forkert udvisning,"FCK's Kevin Diks slipper for karantæne, efter at et gult kort er trukket tilbage af dommer Jakob Sundberg ",https://politiken.dk/sport/art9564125/FCK-f%C3%A5r-medhold-i-forkert-udvisning,False,
FORMEL 1,Verstappen sikrer sit VM-hattrick med seks løb tilbage,Med seks grandprixer tilbage kan Max Verstappen ikke længere hentes i VM-stillingen og tager sin tredje titel ,https://politiken.dk/sport/formel1/art9561373/Verstappen-sikrer-sit-VM-hattrick-med-seks-l%C3%B8b-tilbage,True,
FODBOLD ,Giftig skotte afværger United-fiasko i danskeropgør,Scott McTominay blev sendt på banen tre minutter før tid og scorede to gange i comebacksejr over Brentford ,https://politiken.dk/sport/fodbold/art9561331/Giftig-skotte-afv%C3%A6rger-United-fiasko-i-danskeropg%C3%B8r,True,
FODBOLD ,Milan sælger målmandstrøjer med Girouds navn på ryggen efter aparte målmandsbytte,"Den franske angriber Olivier Giroud er blevet en populær herre i AC Milan, efter at han stod på mål i Serie A ",https://politiken.dk/sport/fodbold/art9562559/Milan-s%C3%A6lger-m%C3%A5lmandstr%C3%B8jer-med-Girouds-navn-p%C3%A5-ryggen-efter-aparte-m%C3%A5lmandsbytte,False,
CYKLING,Pogacar kører solo de sidste 30 kilometer i knusende magtdemonstration,Tadej Pogacar kørte alene de sidste 30 kilometer og vandt Lombardiet Rundt med næsten et minut foran nærmeste konkurrent ,https://politiken.dk/sport/cykling/art9560038/Pogacar-k%C3%B8rer-solo-de-sidste-30-kilometer-i-knusende-magtdemonstration,True,
FORMEL 1,Felipe Massa vil have tilkendt VM fra 2008 efter eksplosivt nyt i skandalesag,"Felipe Massa er på vej med en sag, der skal sikre ham verdensmesterskabet anno 2008. Baggrunden for sagen er en af formel 1-historiens største skandaler ",https://politiken.dk/sport/formel1/art9550392/Felipe-Massa-vil-have-tilkendt-VM-fra-2008-efter-eksplosivt-nyt-i-skandalesag,False,
SPORT,"Analyse: Efter Vingegaard havde krydset målstregen på Champs-Élysées havde Mads Pedersen en pointe, som jeg tog med hjem","Lombardiet Rundt markerer afslutningen på tidernes mest succesfulde danske cykelsæson. Skal det blive hverdag på den lange bane, kræver det, at sportens ledere styrer uden om mørke skyer i horisonten ",https://politiken.dk/sport/art9556239/Efter-Vingegaard-havde-krydset-m%C3%A5lstregen-p%C3%A5-Champs-%C3%89lys%C3%A9es-havde-Mads-Pedersen-en-pointe-som-jeg-tog-med-hjem,False,x
SPORT,Midt i uanede mængder af kaos så OB's kriseramte træner endelig sit hold vinde. Så fik han rødt kort,"OB kæmpede sig til en 1-0-sejr over FC Nordsjælland, og træner Andreas Alm fik noget tiltrængt medvind midt i en kaotisk tid. Men krisen på Fyn er langtfra afblæst ",https://politiken.dk/sport/art9556243/Midt-i-uanede-m%C3%A6ngder-af-kaos-s%C3%A5-OBs-kriseramte-tr%C3%A6ner-endelig-sit-hold-vinde.-S%C3%A5-fik-han-r%C3%B8dt-kort,True,
CYKLING,Primoz Roglic rykker til tysk hold,"Bora er den kommende arbejdsgiver for Primoz Roglic, der for nylig annoncerede sit brud med Jumbo-Visma ",https://politiken.dk/sport/cykling/art9559937/Primoz-Roglic-rykker-til-tysk-hold,False,
FODBOLD ,"Sportsredaktøren: DBU-formandens »som jeg forstod det«-svar er ret vildt, når man lige tænker over det","DBU's formand, Jesper Møller, er blevet eksponent for den lukkethedskultur, han selv hævder at bekæmpe, når han forsøger at vikle sig ud af stormen om russiske holds tilbagevenden til Uefa's turneringer, skriver sportsredaktør Christian Heide-Jørgensen i denne kommentar ",https://politiken.dk/sport/fodbold/art9560811/DBU-formandens-%C2%BBsom-jeg-forstod-det%C2%AB-svar-er-ret-vildt-n%C3%A5r-man-lige-t%C3%A6nker-over-det,False,
SPORT,Stemme til fordel for Rusland tvinger svensk idrætspræsident til at gå af,"Karl-Erik Nilsson føler ikke, at han kombinere sine roller i svensk idrætsforbund og Uefa ",https://politiken.dk/sport/art9560660/Stemme-til-fordel-for-Rusland-tvinger-svensk-idr%C3%A6tspr%C3%A6sident-til-at-g%C3%A5-af,False,
TENNIS,Holger Rune ydmyget i Kina,Nedturen fortsætter for den unge danske tennisstjerne. Fik æg af amerikansk modstander i Shanghai ,https://politiken.dk/sport/tennis/art9559564/Holger-Rune-ydmyget-i-Kina,True,
FODBOLD ,Fodboldboss i opsigtsvækkende modangreb efter kritik: Uefa-beslutning om Rusland er slet ikke taget endnu,"Der er slet ikke taget en beslutning om, at russiske U17-spillere atter kan spille internationale kampe, fastslår DBU-formand Jesper Møller på et pressemøde i Brøndby ",https://politiken.dk/sport/fodbold/art9559626/Uefa-beslutning-om-Rusland-er-slet-ikke-taget-endnu,False,
FODBOLD ,Sportsredaktøren: Gemt bag russiske børn forsøger Jesper Møller at sløre gigantisk politisk selvmål,"Kommentar. Efter indlemmelsen af russiske ungdomshold i fodbolden, står DBU's lyssky formand tilbage med så tyndslidt et renommé, at snart kun vennerne i Uefa kan tage ham alvorligt ",https://politiken.dk/sport/fodbold/art9553258/Gemt-bag-russiske-b%C3%B8rn-fors%C3%B8ger-Jesper-M%C3%B8ller-at-sl%C3%B8re-gigantisk-politisk-selvm%C3%A5l,False,
FODBOLD ,FC Nordsjælland prygler tidligere Champions League-deltagere i Conference League,FC Nordsjælland var en klasse bedre og udspillede Ludogorets i torsdagens 7-1-sejr i Conference League ,https://politiken.dk/sport/fodbold/art9559326/FC-Nordsj%C3%A6lland-prygler-tidligere-Champions-League-deltagere-i-Conference-League,True,
FODBOLD ,FC Nordsjællands ydmygelse af bulgarske mestre får store konsekvenser,Hele den sportslige ledelse i Ludogorets har sagt op efter 1-7-nederlaget torsdag til FC Nordsjælland ,https://politiken.dk/sport/fodbold/art9560889/FC-Nordsj%C3%A6llands-ydmygelse-af-bulgarske-mestre-f%C3%A5r-store-konsekvenser,True,
SPORT,En hån og »et slag i ansigtet«: Fodboldfans raser over Fifa's beslutning om VM-værtskab,"Placeringen af VM-slutrunden på tre kontinenter i 2030 serverer slutrunden i 2034 på et sølvfad til Saudi-Arabien, forudser formanden for Danske Fodboldfans ",https://politiken.dk/sport/art9557937/Fodboldfans-raser-over-Fifas-beslutning-om-VM-v%C3%A6rtskab,False,
SPORT,I sit VM-comeback efter to års pause fik Simone Biles publikum til at tabe næse og mund,"Simone Biles måtte for godt to år siden opgive at konkurrere ved OL. Nu er verdens bedste gymnast nogensinde tilbage, og hun tager et stævne ad gangen ",https://politiken.dk/sport/art9554528/I-sit-VM-comeback-efter-to-%C3%A5rs-pause-fik-Simone-Biles-publikum-til-at-tabe-n%C3%A6se-og-mund,False,
SPORT,Newcastle blæser modløse PSG omkuld i vådt inferno,"Kylian Mbappé og co. blev løbet over ende af engelsk tempofodbold, da Newcastle vandt 4-1 i Champions League ",https://politiken.dk/sport/art9557523/Newcastle-bl%C3%A6ser-modl%C3%B8se-PSG-omkuld-i-v%C3%A5dt-inferno,True,
FODBOLD,"DBU-formand modsiger Uefa og slår fast, at ingen danske landshold kommer til at spille mod Rusland","Der er taget en principbeslutning om at overhold FN's børnekonvention, siger Jesper Møller på et pressemøde ",https://politiken.dk/sport/fodbold/art9559934/DBU-formand-modsiger-Uefa-og-sl%C3%A5r-fast-at-ingen-danske-landshold-kommer-til-at-spille-mod-Rusland,False,
SPORT,Mørkøv bliver genforenet med Cavendish hos Astana,"Michael Mørkøv skal næste år køre for Astana, hvor han bliver leadoutman for Mark Cavendish ",https://politiken.dk/sport/art9557159/M%C3%B8rk%C3%B8v-bliver-genforenet-med-Cavendish-hos-Astana,False,
FODBOLD,FC København smider føring og taber til Bayerns stjerner,"Langt hen ad vejen havde FCK godt styr på Bayern München, men to pletskud gav tyskerne sejren i Parken ",https://politiken.dk/sport/fodbold/art9555691/FC-K%C3%B8benhavn-smider-f%C3%B8ring-og-taber-til-Bayerns-stjerner,True,
FODBOLD,Romerlys og rottekast koster FCK og Brøndby bøder,"En rotte landede tæt på banen, og der blev fyret masser af romerlys af til derbyet mellem FCK og Brøndby",https://politiken.dk/sport/fodbold/art9556709/Romerlys-og-rottekast-koster-FCK-og-Br%C3%B8ndby-b%C3%B8der,False,
FODBOLD,Hjulmand har udtaget sit landshold til vigtige EM-kampe,Blandt andre Philip Billing og Robert Skov er med i landstræner Kasper Hjulmands trup efter fravær senest ,https://politiken.dk/sport/fodbold/art9554129/Hjulmand-har-udtaget-sit-landshold-til-vigtige-EM-kampe,False,
CYKLING,Cavendish vender på en tallerken og fortsætter karrieren,"Han havde egentlig annonceret sit karrierestop, men nu har Mark Cavendish besluttet at fortsætte på cyklen ",https://politiken.dk/sport/cykling/art9556088/Cavendish-vender-p%C3%A5-en-tallerken-og-forts%C3%A6tter-karrieren,False,
SPORT,»Det er en tragedie«: Bayern München-ledelsen omfavner på ny en diktaturstat,Michael Ott var med til at skabe opmærksomhed omkring en af Bayern Münchens omstridte sponsoraftaler. Nu har hans hjerteklub indgået nyt partnerskab med endnu en diktaturstat ,https://politiken.dk/sport/art9546022/Bayern-M%C3%BCnchen-ledelsen-omfavner-p%C3%A5-ny-en-diktaturstat,False,
SPORT,Effektive Lyngby forværrer krisen hos formsvage OB,"Trods stor spænding til sidst tabte OB endnu en gang på hjemmebane, da Lyngby Boldklub vandt 2-1",https://politiken.dk/sport/art9553935/Effektive-Lyngby-forv%C3%A6rrer-krisen-hos-formsvage-OB,True,
